131,"She started out riding her bike to work, then discovered she could get across town before eventually travelling all the way to the next city to see her sister. Now, Lael Wilcox is an ultra-distance racer renowned as a fierce competitor on the bike and one of the friendliest people you’re ever likely to meet off it. In an episode of Rapha Gone Racing that has been a long time in the making, we follow Lael to the home of gravel racing in Emporia, Kansas for Unbound Gravel, a race reborn after a year out in 2020. Only this time we’re going long… 

With a 350-mile course, Unbound XL gets back to the self-supported spirit of gravel racing and requires riders to race through the night. In recent years, the event has been attracting increasing numbers of women and through her riding Lael hopes to encourage even more to take the start and believe that they can compete with the whole field, not just other women. That’s what Lael does and for any women out there watching, she has a simple message: “If I can do it, so can you.”

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/
Cover photograph: Rugile Kaladyte

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",10min24sec,,4582,2021-07-16T18:00:11Z,Rapha Gone Racing - Unbound Gravel XL,rrqAMz4KFho,179953
55,"With a parcours made up of unpaved farm tracks and a pig instead of prize money awarded to the best placed Breton rider, Tro-Bro Léon is the best race you’ve never watched. Established back in the 1980s by locals trying to save the Breton language, the race is little known beyond France but respected by all who’ve ridden it. Characterised by sectors of ribinoù –  rough and rutted backroads that can be made of anything from cobblestones to compacted dirt – the race sits somewhere between a cobbled classic and a cross race. Add in the rain laden weather front that swept in off the Atlantic Ocean ahead of this year’s edition and the scene was set for complete carnage. Watch the first Rapha Gone Racing episode of 2021 to find out how Mitch Docker, Lachlan Morton and the rest of the EF Education-Nippo team fared on their debut on the Breton backroads of ‘Le Petit Paris-Roubaix’ - Tro-Bro Léon.

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",9min15sec,,1457,2021-06-05T16:53:01Z,Rapha Gone Racing - Tro-Bro Léon,QNuM4wswaAU,78593
175,"This time last year, we signed off the season with EF Pro Cycling at the traditional end of year race: the Japan Cup. 2020 could not have been more different as the pandemic put paid to all of our plans and prompted one of the strangest and most surprising editions of the Giro d’Italia in its long and storied history. First off, the race took place not in May but in October, by which time there was snow on the upper slopes of the Stelvio and long shadows cast across the streets of Milan where the race would finish. To make matters more mystifying, EF Pro Cycling’s usual pink livery was gone, replaced only by rumours. As the race got underway in Sicily, there were plenty of questions.  

Watch the latest episode of EF Gone Racing to relive the team’s incredible achievements and prove the doubters of the ‘Mighty Ducks' wrong.

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/
Cover photo: SJ Hockett

——————————————————

About the alternative calendar: 

As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2020-21 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, Leadville 100 and Cape Epic
——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",24min37sec,,4453,2020-11-21T20:00:35Z,Giro d’Italia 2020 - EF Gone Racing,vxLtfvMq80A,217663
152,"The Cape Epic is the world’s toughest mountain bike race. It pits participants against eight days of relentlessly rough South African terrain, with almost constant climbing and descending, and searing temperatures. There are no support cars and no mechanical assistance here. Racers compete in pairs, relying on their teammates, and sleeping beside them at organised camps between stages. To tackle the Cape Epic, you’d better be more than just teammates but firm friends as well. 

In Lachlan Morton and Alex Howes, EF Pro Cycling had a duo dialled into the demands of mountain biking, and the scene was set for another alternative calendar escapade. But then the news broke…

In this episode of Gone Racing, we bring you the story of the race that never was… 


#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/
Cover photo: Gruber Images

——————————————————

About the alternative calendar: 

As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019-20 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, Leadville 100 and Cape Epic
——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",23min1sec,,3591,2020-04-02T20:15:10Z,Cape Epic 2020 - EF Gone Racing,fqOK7mEvRt8,252692
305,"“I can tell you what to do… I fire that shotgun to start the race and you put your nose on the handlebars and you start pedalling, and you keep pedalling until Merilee tells you to quit. That’ll be the finish line.”

After Dirty Kanza and GBDuro, Rapha and EF Education First Pro Cycling’s alternative racing calendar set its sights on the Leadville Trail 100, one of the world’s toughest one-day mountain bike races. An out and back 100-mile course that never drops below 10,000 feet above sea level, Leadville is a lung-busting, heart-breaking hit-out for its 2,000 participants.  

Newly minted USA road race champion Alex Howes and GBDuro conqueror Lachlan Morton were the two EF riders to take to the startline. What follows is the story of their race, and of an old mining town saved by a race and its riders.

#GoneRacing

Music by Builder’s Tea - https://builders-tea.com/
Drone footage by Mat Barlow
Cover photo by Gruber Images
USA nationals photography by Wil Matthews (@photowil)
Special thanks to Tom Hopper, Ken Chlouber, Merilee Maupin and Michelle Duffy.

——————————————————

About EF Gone Racing:

In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.

Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7  
Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS  

——————————————————

About the alternative calendar: 

As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, now Leadville. There’s much more to come this season, including: Three Peaks Cyclocross, Taiwan KOM and more. 

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",23min17sec,,7750,2019-08-29T17:30:01Z,Leadville Trail 100 2019 – EF Gone Racing,s9LviOF5aJM,676573
222,"The latest instalment of EF Gone Racing's tour of alternative races around the world sees Lachlan Morton land in Yorkshire. An iconic race on the British cycling calendar, the Three Peaks Cyclocross event has drawn hundreds to the Dales for more than 50 years. But are these runners and riders, runners or riders? Tune in to find out how Morton fared on foot and in the saddle. 

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/
Drone: Diogo Branco
Cover photo: Dan Monaghan 
Tour of Utah footage: Utah Cycling Partnership, INC
Archive footage: Yorkshire Film Archive and North East Film Archive

Special thanks to Tom Hopper, Milica Wren, John Rawnsley, Mark Richmond, Nick Craig, Paul Oldham, Rob Jebb, George Puddle, Kerry MacPhee, Anna Mcleod, Marta Gut and James Fairbank. 

——————————————————

About EF Gone Racing:

In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.

Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7  
Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS  

——————————————————

About the alternative calendar: 

As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, now Leadville. There’s much more to come this season, including: Three Peaks Cyclocross, Taiwan KOM and more. 

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",15min25sec,,4449,2019-10-11T15:57:19Z,Three Peaks Cyclocross 2019 - EF Gone Racing,Jo9bCjFoZRE,270119
463,"If Dirty Kanza whet your appetite for rides out of the ordinary, allow us to introduce GBDuro: a 2,000km race devised by The Racing Collective, mostly off-road, that joins the UK’s furthest points. Lachlan Morton set off from Land’s End, not really knowing what was in store. This is what he found.

The alternative calendar is our attempt at changing the status quo in cycling. Together with EF Education First Pro Cycling we want to expand the sport’s horizons to make it a more engaging and entertaining prospect for all.

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/

Additional photography: Stuart Downie, the Grubers and Dan Monaghan
Lael Wilcox photography by Spencer Harding
RAAM footage courtesy of Race Across America
Family video and photography provided by David Morton
With thanks to Rachel Peck and Michael Woods


——————————————————

About EF Gone Racing:

In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.

Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 
Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS 

-------------------------------------

About the alternative calendar: 

As part of the team’s partnership with Rapha, riders from the EF team will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019 season. From mountain bike epics to week-long ultras, they’ll all captured by in special episodes of EF Gone Racing. First Dirty Kanza, now GBDuro. There’s much more to come this season, including: the Leadville Trail 100 MTB, Three Peaks, Taiwan KOM and more. 

-------------------------------------

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",32min8sec,,8747,2019-07-16T15:00:07Z,GBDuro 2019 – EF Gone Racing,e74xncSCoqw,547004
247,"Four feet wide and carried five above the ground by a seemingly endless series of stanchions, the Alaska Pipeline is, for most of its 800-mile route, the only mark humanity has made on the pristine wilderness of this last frontier. The only mark, that is, except for the road that accompanies the pipeline on its long journey south from the Artic outpost of Prudhoe Bay to Valdez. 

For born and bred Alaskan Lael Wilcox, this lonely road has always held a special interest. In fact, she’s ridden most of it before. But this time she’s back with a new challenge to set a Fastest Known Time, or FKT, for the route and bring a new source of energy to the road. By pushing herself, she hopes to encourage other riders, wherever they live and however long they’ve been riding, to do the same. 

But this is a record attempt not a race, so Lael’s number one adjective is to have fun. All you have to do is show up with what you have, ride with all your heart and see how it goes. Oh, and you need to eat like it’s your job! Created by an all-female crew, tune into this latest episode of Rapha Gone Racing to find out how Lael got on in the Alaskan wilderness and whether the rumours that she is quicker than crude oil are actually true.

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",21min11sec,,5549,2021-09-27T19:00:11Z,Rapha Gone Racing - Alaska Pipeline FKT,oHEN9WpVayc,212569
171,"Welcome to the world’s toughest mountain bike race. Over seven stages and a prologue, on sinuous single track and dusty farm roads, under glaring South African sun and the odd sudden downpour, the Cape Epic always crowns a worthy winner. Two, in fact, since riders race in pairs. But we know all this… We’ve been here before, and 18 months after the pandemic put paid to our first appearance at the Cape Epic, Rapha Gone Racing returns for a second attempt. But so much has changed since last time. For a start, none of Lachlan Morton’s regular teammates could make it to this race so the team has reached out for reinforcements. And in Kenya’s Kenneth Karaya, they’ve uncovered a gem. This will be the biggest race of his life so far but in Lachlan Morton, he has the perfect partner for keeping things in perspective. After all, racing is never all about results. Tune into Rapha Gone Racing from the Cape Epic to find out how they fared. 

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com
Additional Migration Gravel footage: Wahoo 

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",22min44sec,,3786,2021-12-13T20:00:10Z,Rapha Gone Racing - Cape Epic 2021,TG-app2HQR0,124012
0,0,0,,0,0,0,xaCHqTpoRwE,0
comment_count,description,duration,keywords,like_count,release_time,title,video_id,view_count
163,"Following a near fatal crash in 2021 that left her bed-bound and unable to walk, Ana Orenz could think of only one correct course of action - to return to the race that nearly killed her just one year on.

Pitched to Rapha on the terrace of Kendal Mountain Film Festival in 2021 by Best Short Film winners Rufus Exton and Steve Bliss, Descent tells the remarkable tale of a life lived in devotion of the bike, where passion becomes obsession and the tests of true strength go far beyond the physical - when the ultimate test of endurance exists inside the mind. A working, single mother and ultra distance cyclist, Ana’s life is geared toward solitude but has been shaped by the presence of others. 

From childhood disability to triple-everesting and then sustaining life-altering injuries, this is the journey of coming to terms with a body you no longer recognise and relearning what it is, and is not, capable of.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",1hour6min49sec,,2607,2022-11-21T12:00:26Z,Rapha Films Presents | Descent (Feature Film),kMazM7DlFz8,146462
71,"It’s been 33 years since women last stood on the startline at the Tour de France. This year, they returned to show the race just what it’s been missing. With a powerful squad packed full of character, EF Education-TIBCO-SVB had six spots to fill. We followed the team behind the scenes throughout their journey to the Champs-Elysees and beyond, experiencing the ups and downs, tears and triumphs that surround the biggest race in the world.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",42min30sec,,1983,2022-09-05T19:00:12Z,Rapha Films Presents | Tour De Force,y_4HmW3Ra4w,85789
75,"There’s no team quite like L39ION of Los Angeles. Borne from a brotherhood intent on shaking up the sport and creating meaningful change, they’re a team packed full of individuality, but united in more ways than one. Founded by Justin and Cory Williams, intent on driving diversity and inclusion in cycling, the team now boasts two sets of sisters, Skylar and Samantha Schneider, plus Kendall and Alexis Ryan. Exploring the unspoken bond that shared experience brings, this film is an intimate look into what it means to ride beside your sibling, and the untouchable understanding that ties you together.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",18min14sec,,1245,2022-07-18T19:00:11Z,Rapha Films Presents | In Tandem,LaraJLDNplM,49210
37,"He might not be a household name but for many cycling fans EF Education-EasyPost sports director Andreas Klier is a living legend. Renowned for his next-level knowledge of every cobbled sector from the Tour of Flanders and Paris-Roubaix, Andreas is only too aware that professional cycling demands complete dedication. To be in this game you have to give all you’ve got so away from the races he seeks relief amid the peace and quiet of his art studio. In this film we find out what keeps Andreas riding today and why painting is a part of his life in the peloton, not an escape from it. 

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",14min45sec,,1249,2022-06-06T19:00:21Z,Rapha Films Presents | Thinking Clearly,l87bSa1ekBI,70701
92,"Our last film of the year follows three EF team riders on their progress at the first ever Life Time Grand Prix series. Consisting of six races spread out across the US, this was an altogether new kind of competition. 

As the opportunity for road racing in America has waned somewhat in previous years, a new form has emerged. Off-road racing has announced itself onto the scene, with races popping up all over the country. The Life Time Grand Prix series is the first of its kind, this year consisting of three gravel and three MTB races, as well as an equal split of places and prize money for men and women.

EF Education-Easypost riders Alex Howes and Lachlan Morton, and EF Education-TIBCO-SVB rider Emily Newsom all lined up as part of their alternative calendar, where lines between the WorldTour and off-road racing are becoming increasingly blurred. With varying approaches to racing and life commitments, this film is an ode to our original Gone Racing films, but with a look to the future of the sport. We send off Alex and Emily whilst documenting the unpredictable trials and unforeseen triumphs of riding this uncharted territory.

Music by Builder's Tea and Emily Newsom.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",36min46sec,,2680,2022-12-23T20:00:06Z,Rapha Films Presents | Gone Racing,AwA6dcLwW1I,157789
0,"It’s been 33 years since women last stood on the startline at the Tour de France. This year, they returned to show the race just what it’s been missing. With a powerful squad packed full of character, EF Education-TIBCO-SVB had six spots to fill. We followed the team behind the scenes throughout their journey to the Champs-Elysees and beyond, experiencing the ups and downs, tears and triumphs that surround the biggest race in the world.",1min,,0,2022-09-03T20:57:51Z,Rapha Films Presents | Tour de Force (Trailer),Midz8UA3zvg,591
0,"There’s no team quite like L39ION of Los Angeles. Borne from a brotherhood intent on shaking up the sport and creating meaningful change, they’re a team packed full of individuality, but united in more ways than one. Founded by Justin and Cory Williams, intent on driving diversity and inclusion in cycling, the team now boasts two sets of sisters, Skylar and Samantha Schenider, plus Kendall and Alexis Ryan. Exploring the unspoken bond that shared experience brings, this film is an intimate look into what it means to ride beside your sibling, and the untouchable understanding that ties you together.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",1min1sec,,1,2022-07-15T19:53:11Z,Rapha Films Presents | In Tandem (Trailer),pTGMbzmQuls,967
36,"Buy tickets for the premiere at Kendal Mountain Festival: https://tickets.kendalmountainfestival.com/events/19-11-2022-19-15-descent-feature-film-presented-by-rapha

Following a near fatal crash in 2021 that left her bed-bound and unable to walk, Ana Orenz could think of only one correct course of action - to return to the race that nearly killed her just one year on.

Pitched to Rapha on the terrace of Kendal Mountain Film Festival in 2021 by Best Short Film winners Rufus Exton and Steve Bliss, Descent tells the remarkable tale of a life lived in devotion of the bike, where passion becomes obsession and the tests of true strength go far beyond the physical - when the ultimate test of endurance exists inside the mind. A working, single mother and ultra distance cyclist, Ana’s life is geared toward solitude but has been shaped by the presence of others. 

From childhood disability to triple-everesting and then sustaining life-altering injuries, this is the journey of coming to terms with a body you no longer recognise and relearning what it is, and is not, capable of.

#NeverJustARide
www.rapha.cc/stories/never-just-a-ride",2min8sec,,1048,2022-11-07T20:40:40Z,Rapha Films Presents | Descent (Trailer),sSBEE1uPVXs,36548
315,"Tulsa Tough is an annual three-day cycling festival set in Tulsa, Oklahoma. Home to huge crowds and a notoriously generous prize purse, it’s a favoured venue for some of America’s biggest crit racing talents – drawing the nation’s best riders to its tight and tumultuous street circuits. 

In 2019, the races played host to the then-new L39ION of Los Angeles team. This year, Justin and Cory Williams, together with their diverse band of talented racers and a newly-formed women’s team, returned to Tulsa on the hunt for repeat success. With a clutch of wins as well as the overall for both the men’s and women’s categories, it’s safe to say the squad made their mark (again) in Oklahoma. Gone Racing goes behind the scenes to cover the three days of action – and inspiration – from L39ION’s perspective. 

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",25min40sec,,5429,2021-07-26T19:00:12Z,Rapha Gone Racing - Tulsa Tough,5nP8J0D0ynA,167356
131,"She started out riding her bike to work, then discovered she could get across town before eventually travelling all the way to the next city to see her sister. Now, Lael Wilcox is an ultra-distance racer renowned as a fierce competitor on the bike and one of the friendliest people you’re ever likely to meet off it. In an episode of Rapha Gone Racing that has been a long time in the making, we follow Lael to the home of gravel racing in Emporia, Kansas for Unbound Gravel, a race reborn after a year out in 2020. Only this time we’re going long… 

With a 350-mile course, Unbound XL gets back to the self-supported spirit of gravel racing and requires riders to race through the night. In recent years, the event has been attracting increasing numbers of women and through her riding Lael hopes to encourage even more to take the start and believe that they can compete with the whole field, not just other women. That’s what Lael does and for any women out there watching, she has a simple message: “If I can do it, so can you.”

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/
Cover photograph: Rugile Kaladyte

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",10min24sec,,4582,2021-07-16T18:00:11Z,Rapha Gone Racing - Unbound Gravel XL,rrqAMz4KFho,179954
55,"With a parcours made up of unpaved farm tracks and a pig instead of prize money awarded to the best placed Breton rider, Tro-Bro Léon is the best race you’ve never watched. Established back in the 1980s by locals trying to save the Breton language, the race is little known beyond France but respected by all who’ve ridden it. Characterised by sectors of ribinoù –  rough and rutted backroads that can be made of anything from cobblestones to compacted dirt – the race sits somewhere between a cobbled classic and a cross race. Add in the rain laden weather front that swept in off the Atlantic Ocean ahead of this year’s edition and the scene was set for complete carnage. Watch the first Rapha Gone Racing episode of 2021 to find out how Mitch Docker, Lachlan Morton and the rest of the EF Education-Nippo team fared on their debut on the Breton backroads of ‘Le Petit Paris-Roubaix’ - Tro-Bro Léon.

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",9min15sec,,1457,2021-06-05T16:53:01Z,Rapha Gone Racing - Tro-Bro Léon,QNuM4wswaAU,78593
175,"This time last year, we signed off the season with EF Pro Cycling at the traditional end of year race: the Japan Cup. 2020 could not have been more different as the pandemic put paid to all of our plans and prompted one of the strangest and most surprising editions of the Giro d’Italia in its long and storied history. First off, the race took place not in May but in October, by which time there was snow on the upper slopes of the Stelvio and long shadows cast across the streets of Milan where the race would finish. To make matters more mystifying, EF Pro Cycling’s usual pink livery was gone, replaced only by rumours. As the race got underway in Sicily, there were plenty of questions.  

Watch the latest episode of EF Gone Racing to relive the team’s incredible achievements and prove the doubters of the ‘Mighty Ducks' wrong.

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/
Cover photo: SJ Hockett

——————————————————

About the alternative calendar: 

As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2020-21 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, Leadville 100 and Cape Epic
——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",24min37sec,,4453,2020-11-21T20:00:35Z,Giro d’Italia 2020 - EF Gone Racing,vxLtfvMq80A,217663
152,"The Cape Epic is the world’s toughest mountain bike race. It pits participants against eight days of relentlessly rough South African terrain, with almost constant climbing and descending, and searing temperatures. There are no support cars and no mechanical assistance here. Racers compete in pairs, relying on their teammates, and sleeping beside them at organised camps between stages. To tackle the Cape Epic, you’d better be more than just teammates but firm friends as well. 

In Lachlan Morton and Alex Howes, EF Pro Cycling had a duo dialled into the demands of mountain biking, and the scene was set for another alternative calendar escapade. But then the news broke…

In this episode of Gone Racing, we bring you the story of the race that never was… 


#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/
Cover photo: Gruber Images

——————————————————

About the alternative calendar: 

As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019-20 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, Leadville 100 and Cape Epic
——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",23min1sec,,3591,2020-04-02T20:15:10Z,Cape Epic 2020 - EF Gone Racing,fqOK7mEvRt8,252692
305,"“I can tell you what to do… I fire that shotgun to start the race and you put your nose on the handlebars and you start pedalling, and you keep pedalling until Merilee tells you to quit. That’ll be the finish line.”

After Dirty Kanza and GBDuro, Rapha and EF Education First Pro Cycling’s alternative racing calendar set its sights on the Leadville Trail 100, one of the world’s toughest one-day mountain bike races. An out and back 100-mile course that never drops below 10,000 feet above sea level, Leadville is a lung-busting, heart-breaking hit-out for its 2,000 participants.  

Newly minted USA road race champion Alex Howes and GBDuro conqueror Lachlan Morton were the two EF riders to take to the startline. What follows is the story of their race, and of an old mining town saved by a race and its riders.

#GoneRacing

Music by Builder’s Tea - https://builders-tea.com/
Drone footage by Mat Barlow
Cover photo by Gruber Images
USA nationals photography by Wil Matthews (@photowil)
Special thanks to Tom Hopper, Ken Chlouber, Merilee Maupin and Michelle Duffy.

——————————————————

About EF Gone Racing:

In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.

Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7  
Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS  

——————————————————

About the alternative calendar: 

As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, now Leadville. There’s much more to come this season, including: Three Peaks Cyclocross, Taiwan KOM and more. 

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",23min17sec,,7750,2019-08-29T17:30:01Z,Leadville Trail 100 2019 – EF Gone Racing,s9LviOF5aJM,676573
222,"The latest instalment of EF Gone Racing's tour of alternative races around the world sees Lachlan Morton land in Yorkshire. An iconic race on the British cycling calendar, the Three Peaks Cyclocross event has drawn hundreds to the Dales for more than 50 years. But are these runners and riders, runners or riders? Tune in to find out how Morton fared on foot and in the saddle. 

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/
Drone: Diogo Branco
Cover photo: Dan Monaghan 
Tour of Utah footage: Utah Cycling Partnership, INC
Archive footage: Yorkshire Film Archive and North East Film Archive

Special thanks to Tom Hopper, Milica Wren, John Rawnsley, Mark Richmond, Nick Craig, Paul Oldham, Rob Jebb, George Puddle, Kerry MacPhee, Anna Mcleod, Marta Gut and James Fairbank. 

——————————————————

About EF Gone Racing:

In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.

Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7  
Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS  

——————————————————

About the alternative calendar: 

As part of the EF team’s partnership with Rapha, riders will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019 season. From mountain bike epics to week-long ultras, they’ll all captured in special episodes of EF Gone Racing. First Dirty Kanza and GBDuro, now Leadville. There’s much more to come this season, including: Three Peaks Cyclocross, Taiwan KOM and more. 

——————————————————

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",15min25sec,,4449,2019-10-11T15:57:19Z,Three Peaks Cyclocross 2019 - EF Gone Racing,Jo9bCjFoZRE,270119
463,"If Dirty Kanza whet your appetite for rides out of the ordinary, allow us to introduce GBDuro: a 2,000km race devised by The Racing Collective, mostly off-road, that joins the UK’s furthest points. Lachlan Morton set off from Land’s End, not really knowing what was in store. This is what he found.

The alternative calendar is our attempt at changing the status quo in cycling. Together with EF Education First Pro Cycling we want to expand the sport’s horizons to make it a more engaging and entertaining prospect for all.

#GoneRacing

Music: Builder’s Tea - https://builders-tea.com/

Additional photography: Stuart Downie, the Grubers and Dan Monaghan
Lael Wilcox photography by Spencer Harding
RAAM footage courtesy of Race Across America
Family video and photography provided by David Morton
With thanks to Rachel Peck and Michael Woods


——————————————————

About EF Gone Racing:

In the bus. At home. In the team cars and on top of mountains. EF Gone Racing is a new series from Rapha taking you on the road with EF Education First Pro Cycling. Exclusive access, larger than life characters, and a film crew to capture it all.

Watch the story behind Alberto Bettiol’s Monumental win at Flanders here: http://bit.ly/2UEQJT7 
Catch up on the full series of EF Gone Racing so far here: https://bit.ly/2D5VgmS 

-------------------------------------

About the alternative calendar: 

As part of the team’s partnership with Rapha, riders from the EF team will race a calendar of alternative, mixed-terrain, multidisciplinary events throughout the 2019 season. From mountain bike epics to week-long ultras, they’ll all captured by in special episodes of EF Gone Racing. First Dirty Kanza, now GBDuro. There’s much more to come this season, including: the Leadville Trail 100 MTB, Three Peaks, Taiwan KOM and more. 

-------------------------------------

Get more from Rapha:

Instagram: https://www.instagram.com/rapha/ 
Facebook: https://www.facebook.com/rapharacing/
Twitter: https://twitter.com/rapha",32min8sec,,8747,2019-07-16T15:00:07Z,GBDuro 2019 – EF Gone Racing,e74xncSCoqw,547005
